Planner Group,Equipment Category,Object type,Catalog Profile Code,Catalog Profile,Equipment,Tag Number,Equipment Desc.,Description,Notification Date,Breakdown Duration,Name of Work Center,Cost Center,Cost Center Desc,Order,Notification,ABC Indicator,Breakdown Indicator,Object Part,Problem or Damage,Cause,Activity
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000063,CA0500009,50(50+25)TON EOC[생3)대조립공장(중3)],50TON EOC(중3호) 대조립공장 메인 파워 전원안들어옴,2023-11-24T00:00:00.000,1,삼영 크레인정비 3반,D6024050,해)조립부,10000769896,10747021,B,Yes,전장부,기타,충격,보완
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000683,AI011001073,승강용 리프트 (73호)_신한내,승강용 리프트 (73호)_신한내 리프트 작동중지,2023-11-24T00:00:00.000,2,기계지원부 기계정비1직 4반,D6025760,족장부,10000769910,10747061,B,Yes,안전장치류,소손,노후,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000375,CH0200006,20TON LM-EOC[생2)가공공장 34-1-Bay(34-1)],20TON LMEOC(34-1) 4번 포트 작동불,2023-11-24T00:00:00.000,4,삼영 크레인정비 2반,D6023500,가공부,10000769928,10747072,B,Yes,전장부,파손,충격,교체
MCB,용접기,용접장비,WA01,주판용접장비,2200000004,AG0090001302,주판용접장비 (생2)-02호기,(돌발)BUTT 2호기 횡행부 감속기 파손,2023-11-24T00:00:00.000,4,기계지원부 기계정비2직 3반,D6023550,판넬조립부,10000769962,10747100,A,Yes,횡행부,파손,노후,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000375,CH0200006,20TON LM-EOC[생2)가공공장 34-1-Bay(34-1)],20TON LMEOC(34-1)2번 포트 작동불능,2023-11-27T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000770197,10747213,B,Yes,전장부,정지,단선,결선
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000688,AI011001078,승강용 리프트 (78호)_신한내,승강용 리프트 (78호)_신한내 리프트 전원 작동중지,2023-11-27T00:00:00.000,1,기계인프라부크레인보전직신한내보전반,D6025760,족장부,10000770233,10747274,B,Yes,전원부,작동불량,관리불량,복원
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000373,CH0200004,20TON LM-EOC[생2)가공공장 32-Bay(32-1)],20TON LMEOC(32-1)POT 자력 작동불,2023-11-28T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000770290,10747552,B,Yes,전장부,기타,과부하,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000389,CH0300004,30TON LM-EOC[생2)가공공장 25-Bay(25-2)],30TON LMEOC(25-2) 주행 서쪽 동작불,2023-11-27T00:00:00.000,1.5,삼영 크레인정비 2반,D6023500,가공부,10000770292,10747554,B,Yes,주행부,정지,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000375,CH0200006,20TON LM-EOC[생2)가공공장 34-1-Bay(34-1)],20TON LMEOC(34-1) HOIST 작동불,2023-11-27T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000770310,10747314,B,Yes,권상부,정지,과부하,복귀
MCA,크레인,GANTRY 크레인,AC02,GANTRY CRANE(G.C),1000000093,CB0450001,45(30+15)TON GC[생1)PE C-Area(1호)],45TON GC PE C-Area 리모컨 작동불량,2023-11-27T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000770325,10747329,B,Yes,조작PANEL부,이상,오염,분해 조립
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000068,CA0600002,60/15TON EOC[생1)선체공장 3-Bay],60/15TON EOC 3-BAY 횡행 작동불능,2023-11-27T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000770327,10747341,B,Yes,횡행부,정지,노후,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000369,CH0150020,"15TON LM-EOC[생1)선체공장E0-Bay(남,신설)]",15TON LM-EOC(신설) 0-BAY 횡행 불능,2023-11-27T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000770334,10747346,B,Yes,횡행부,정지,과부하,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000369,CH0150020,"15TON LM-EOC[생1)선체공장E0-Bay(남,신설)]",15TON LM-EOC(신설) 0-BAY 횡행 불능,2023-11-27T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000770335,10747347,B,Yes,횡행부,정지,기타,보충
MCA,크레인,GANTRY 크레인,AC02,GANTRY CRANE(G.C),1000000095,CB0450003,45(30+15)TON GC[생1)A3-Area(3호)],45TON GC PE A3-Area 케이블릴 웨이트 이상,2023-11-27T00:00:00.000,3,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000770336,10747348,B,Yes,전장부,이상,기타,점검
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000061,CA0500007,50/10TON EOC[생3)대조립공장(동1)],50/10TON EOC(동1) 대조립공장 핸드레일 파손,2023-11-27T00:00:00.000,3,삼영 크레인정비 3반,D6024050,해)조립부,10000770339,10747351,B,Yes,기초부,파손,충격,수정
MCA,크레인,LIFTING MAGNET 크레인,AA03,LIFTING MAGNET-SEMI GANTRY HOIST(LM-SGH),1000000644,CP2.50001,2.5TON LM-SGH[생1)선체공장 E2-Bay],2.5TON LM-SGH 2-BAY 트롤리 이탈,2023-11-28T00:00:00.000,2,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000770474,10747504,B,Yes,횡행부,탈선,충격,조정
MCA,크레인,OVERHEAD 크레인,AB03,TURN OVER CRANE(T.O.C),1000000574,CN0500001,50TON TOC[생1)선체 E2-Bay(Panel)],50TON TOC(P/L) E2-Bay 리모컨 레바 파손,2023-11-28T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000770476,10747506,B,Yes,조작PANEL부,파손,기타,교체
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000011,CA0150005,15TON EOC[생1)관공장],15TON EOC 여객선공장 권하시 밀림 발생,2023-11-28T00:00:00.000,1.5,삼영 크레인정비 1반,D6023630,선행의장부,10000770477,10747507,B,Yes,권상부,마모,노후,교체
MCA,크레인,GANTRY 크레인,AC02,GANTRY CRANE(G.C),1000000095,CB0450003,45(30+15)TON GC[생1)A3-Area(3호)],45TON GC PE A3-Area 케이블릴 낙하 방지 장치 보수,2023-11-28T00:00:00.000,1.5,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000770479,10747509,B,Yes,기초부,이상,기타,복귀
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000688,AI011001078,승강용 리프트 (78호)_신한내,승강용 리프트 (78호)_신한내 리프트 작동중지,2023-11-28T00:00:00.000,1,기계인프라부크레인보전직신한내보전반,D6025760,족장부,10000770483,10747459,B,Yes,제어판넬,소손,노후,교체
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000657,CS8000002,800TON GOLIATH[8안벽(4호)],주행 motor c/b trip 발생.,2023-11-27T00:00:00.000,3.5,기계인프라부크레인보전직크레인보전2반,D6023740,건조1부,10000770540,10747599,A,Yes,주행부,이상,노후,분해 조립
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001283,AA0010001307,PLS 생2-31호기,[돌발] PLS2-31 UP/DOWN SCREW 고착,2023-11-28T00:00:00.000,4,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000770626,10747665,A,Yes,토치 업/다운부,정지,오염,교체
MCB,기계설비,절단설비,6D01,절단장비,2300000061,RCAR003,형강절단로봇;생2-2,[돌발] 형강로봇2-2 SOFT ENVELOPE ERROR,2023-11-28T00:00:00.000,9,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000770633,10747672,A,Yes,로봇 시스템,작동불량,조정불량,조정
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001283,AA0010001307,PLS 생2-31호기,"[돌발] PLS2-31 BEVEL 각도 오차 발생, 시편 불량",2023-11-28T00:00:00.000,3,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000770635,10747674,A,Yes,TORCH부,이상,변형,조정
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000321,CG0450002,45/5TON LLC[생1)1C안벽(12호)],선회동작 이상,2023-11-29T00:00:00.000,4,기계인프라부크레인보전직크레인보전1반,D6022460,장비운영부,10000770648,10747728,A,Yes,선회부,기타,접촉,조정
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000688,AI011001078,승강용 리프트 (78호)_신한내,승강용 리프트 (78호)_신한내 리프트 작동중지,2023-11-29T00:00:00.000,1,기계인프라부크레인보전직신한내보전반,D6025760,족장부,10000770708,10747754,B,Yes,전원부,기타,기타,복원
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000374,CH0200005,20TON LM-EOC[생2)가공공장 33-Bay(33-1)],20TON LMEOC(33-1)횡행 동작 불,2023-11-29T00:00:00.000,2,삼영 크레인정비 2반,D6023500,가공부,10000770725,10747775,B,Yes,횡행부,정지,기타,점검
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000710,CA0400013,40(40+20)TON EOC[생3)B2-Shop,"40TON EOC B2-Shop 송신기 전원 ON,OFF 작동불",2023-11-29T00:00:00.000,1,삼영 크레인정비 3반,D6024070,해)가공부,10000770752,10747810,B,Yes,조작PANEL부,기타,기타,교체
MCB,기계설비,CONVEYOR,MH01,ROLLER CONVEYOR,1700001828,AE0010001302,SHOT BLAST M/C ROLLER CONVEYOR 생2-3호기,정비)rc#5 chain 교체,2023-11-30T00:00:00.000,1.5,신성시스템 전처리반,D6023500,가공부,10000770800,10747869,B,Yes,감속기부,이상,노후,교체
MCB,기계설비,소지장치,MD04,전처리설비,1700001827,AE0010001301,SHOT BLAST M/C 생2-3호기,정비)trolley 하부 cableveyor 교체,2023-11-30T00:00:00.000,2.5,신성시스템 전처리반,D6023500,가공부,10000770892,10747900,A,Yes,PAINT TROLLEY부,파손,노후,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000372,CH0200003,20TON LM-EOC[생2)가공공장 25-Bay(25-1)],"20TON LMEOC(25-1)권상,권하 작동불",2023-11-30T00:00:00.000,2,삼영 크레인정비 2반,D6023500,가공부,10000770979,10747975,B,Yes,권상부,정지,과부하,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA04,LIFTING MAGNET-SEMI GANTRY CRANE(LM-SGC),1000000641,CP0200001,20TON LM-SGC[생1)선체공장 TR-Bay],20TON LM-SGC TR-Bay 상부 주행브레이크 오일 누유,2023-11-30T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공),10000770989,10747986,A,Yes,주행부,누설,기타,조정
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000368,CH0150019,15TON LM-EOC[생1)선체공장 E2-Bay(P/L)],15TON LM-EOC(P/L) E2-BAY 6번 POT 작동불가,2023-11-30T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000770990,10747987,B,Yes,전장부,단락,기타,조정
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000358,CH0150007,15TON LM-EOC[생1)선체공장 0-Bay(이설)],15TON LM-EOC(이설) 0-BAY 마그포트 자력 작동불,2023-11-30T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000770993,10748000,A,Yes,전장부,이상,과부하,복귀
MCA,기계설비,기계설비 기타,MZ13,대차,1700017939,,PROPELLER 대차(100톤)-5호,100TON PROPELLER대차5호 POST조작팬던트S/W케이블 짧음,2023-11-30T00:00:00.000,5,삼영 크레인정비 3반,D6023930,기계의장부,10000770998,10748002,B,Yes,조작판넬,기타,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000374,CH0200005,20TON LM-EOC[생2)가공공장 33-Bay(33-1)],20TON LMEOC(33-1)간헐적 횡행 작동불능,2023-11-30T00:00:00.000,2,삼영 크레인정비 2반,D6023500,가공부,10000771002,10747978,B,Yes,횡행부,이상,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000376,CH0200007,20TON LM-EOC[생2)가공공장 T-Bay(T-3)],20TON LMEOC(T-3)권상 작동불,2023-11-30T00:00:00.000,1.5,삼영 크레인정비 2반,D6023500,가공부,10000771004,10748010,A,Yes,권상부,정지,과부하,교체
MCB,용접기,용접장비,WA02,STIFFENER용접장비,2200000061,AG0180001304,STIFFENER용접장비 (생2)-1호기,(정비)35-bay 40pole 냉각장치 증류수 빠짐,2023-11-30T00:00:00.000,2,기계인프라부기계보전직기계보전3반,D6023550,판넬조립부,10000771028,10748007,A,Yes,냉각장치,누설,기타,보충
MCB,용접기,용접장비,WA02,STIFFENER용접장비,2200000062,AG0180001305,STIFFENER용접장비 (생2)-2호기,(돌발) 36BAY40POLE,2023-11-30T00:00:00.000,1,기계인프라부기계보전직기계보전3반,D6023550,판넬조립부,10000771032,10748041,A,Yes,기타,이상,기타,교체
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001286,AA0010001310,PLS 생2-24호기,[돌발] PLS2-24 3D 링크 홀더 파손,2023-11-30T00:00:00.000,10.5,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000771049,10748102,B,Yes,TORCH부,파손,충격,교체
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000332,CG0600001,60/15TON LLC[생2)J안벽(A11호)],크레인 작동불가,2023-11-30T00:00:00.000,5,기계인프라부크레인보전직크레인보전1반,D6022460,장비운영부,10000771170,10748133,A,Yes,기초부,기타,기타,교체
MCA,기계설비,기계설비 기타,MZ13,대차,1700008035,AF0140013004,PROPELLER 대차(75톤)-1호,RUDDER 전용대차 NO.4 G4 팬던트 메인 케이블 단선 외,2023-12-01T00:00:00.000,2,삼영 크레인정비 3반,D6023930,기계의장부,10000771288,10748255,B,Yes,급전부,단선,기타,결선
MCA,크레인,OVERHEAD 크레인,AB01,ELECTRIC OVERHEAD CRANE(E.O.C),1000000031,CA0300015,30/10TON EOC[생3)B4-Shop],30/10TON EOC B4-Shop 호이스트 상하 작동 간헐적 안됨,2023-12-01T00:00:00.000,1,삼영 크레인정비 3반,D6024050,해)조립부,10000771293,10748260,B,Yes,권상부,이상,접촉,결선
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000383,CH0250002,25TON LM-EOC[생2)가공공장 23-Bay(23-1)],25TON LMEOC(23-1) 3번포트 작동불능,2023-12-01T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000771294,10748261,A,Yes,전장부,이상,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000372,CH0200003,20TON LM-EOC[생2)가공공장 25-Bay(25-1)],20TON LMEOC(25-1) 권상 작동불능,2023-12-01T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000771296,10748263,B,Yes,권상부,정지,과부하,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000373,CH0200004,20TON LM-EOC[생2)가공공장 32-Bay(32-1)],20TON LMEOC(32-1)자력 작동불능,2023-12-01T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000771297,10748264,B,Yes,전장부,정지,과부하,복귀
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000662,CS9000002,900TON GOLIATH[생2)3도크(1호)],크레인 작동정지.,2023-12-01T00:00:00.000,2,기계인프라부크레인보전직크레인보전2반,D6023890,건조2부,10000771319,10748303,A,Yes,전장부,정지,결함,분해 조립
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000383,CH0250002,25TON LM-EOC[생2)가공공장 23-Bay(23-1)],25TON LMEOC(23-1) 권상 동작불,2023-12-01T00:00:00.000,1.5,삼영 크레인정비 2반,D6023500,가공부,10000771321,10748268,A,Yes,권상부,정지,과부하,교체
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001286,AA0010001310,PLS 생2-24호기,[돌발] PLS2-24  3D 링크 홀더 파손,2023-11-27T00:00:00.000,9,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000771343,10748296,B,Yes,TORCH부,파손,충격,조정
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001286,AA0010001310,PLS 생2-24호기,[돌발] PLS2-24  3D 링크 홀더 파손,2023-11-28T00:00:00.000,9,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000771344,10748297,B,Yes,TORCH부,파손,충격,조정
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001286,AA0010001310,PLS 생2-24호기,[돌발] PLS2-24 A축 서보 알람 발생,2023-11-28T00:00:00.000,9,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000771351,10748314,B,Yes,TORCH부,이상,충격,교체
MCA,크레인,타워크레인,AD02,TRAVELING TOWE CRANE(TTC),1000000628,CO2400001,240TON TTC[사곡공장(0TT-1)],hoist 작동시 fault 발생.,2023-12-01T00:00:00.000,2,기계인프라부크레인보전직크레인보전2반,D6023960,선실부,10000771361,10748305,A,Yes,권상부,이상,노후,점검
MCA,크레인,타워크레인,AD02,TRAVELING TOWE CRANE(TTC),1000000749,CO0250001,25TON TTC[생2)3DOCK 서측(3TT-5)],선회 brake  c/b trip.,2023-12-04T00:00:00.000,1,기계인프라부크레인보전직크레인보전2반,D6023890,건조2부,10000771380,10748357,A,Yes,선회부,정지,노후,교체
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000654,CS6000001,600TON GOLIATH[생1)2도크(6호)],주행 작동불가,2023-12-04T00:00:00.000,4,기계인프라부크레인보전직크레인보전1반,D602A300,전략생산팀(건조그룹),10000771490,10748474,A,Yes,조작PANEL부,이상,노후,보완
MCA,크레인,JIB 크레인,AE02,LEVEL LUFFING CRANE(L.L.C),1000000318,CG0300006,30/5TON LLC[생2)7안벽(A16호)],luffing 비상 brake 작동불량.,2023-12-04T00:00:00.000,1,기계인프라부크레인보전직크레인보전2반,D60240B0,해양공사팀(기획운영그룹),10000771552,10748529,B,Yes,권상부,정지,노후,교체
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000680,AI011001070,승강용 리프트 (70호),도어 미 작동,2023-12-04T00:00:00.000,1.5,기계인프라부크레인보전직리프트보전반,D6022460,장비운영부,10000771569,10748533,B,Yes,모터류,풀림,충격,조임
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000376,CH0200007,20TON LM-EOC[생2)가공공장 T-Bay(T-3)],20TON LMEOC(T-3)주행 BRAKE 작동불량,2023-12-04T00:00:00.000,1,삼영 크레인정비 2반,D6023500,가공부,10000771579,10748633,A,Yes,주행부,정지,기타,교정
MCA,크레인,LIFTING MAGNET 크레인,AA02,LIFTING MAGNET-GANTRY CRANE(LM-GC),1000000395,CI0150001,15TON LM-GC[생1)강재치장(S-4)],15TON LM-GC 강재치장(S-4) Rail 용접 공사,2023-12-04T00:00:00.000,3,삼영 크레인정비 1반,D602A200,전략생산팀(가공),10000771611,10748583,A,Yes,기초부,파손,노후,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000364,CH0150014,15TON LM-EOC[생1)선체공장 P0-Bay(남)],15TON LM-EOC 0-BAY(북) 선회 작동불,2023-12-04T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000771613,10748585,B,Yes,횡행부,정지,과부하,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000358,CH0150007,15TON LM-EOC[생1)선체공장 0-Bay(이설)],15TON LM-EOC 0-BAY(이설) 운전실 의자 교체작업,2023-12-04T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000771615,10748587,A,Yes,기초부,기타,노후,교체
MCA,크레인,GANTRY 크레인,AC02,GANTRY CRANE(G.C),1000000096,CB1000001,100TON GC[생3)A3-Area(1호)],100TON GC A3-Area 메인 그라브 횡행 작동불가,2023-12-04T00:00:00.000,1,삼영 크레인정비 1반,D6024070,해)가공부,10000771617,10748589,B,Yes,권상부,이상,노후,분해 조립
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000369,CH0150020,"15TON LM-EOC[생1)선체공장E0-Bay(남,신설)]",15TON LM-EOC 0-BAY(신설) 호이스트 작동불가,2023-12-04T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000771619,10748601,B,Yes,권상부,정지,기타,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000366,CH0150017,15TON LM-EOC[생1)선체공장 E1-Bay],15TON LM-EOC 1-BAY POT 1번 자력 작동불가,2023-12-04T00:00:00.000,1,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000771620,10748602,B,Yes,전장부,이상,단선,결선
MCA,크레인,GANTRY 크레인,AC04,SEMI GANTRY CRANE(S.G.C),1000000651,CQ0600001,60/10TON SGC[사곡공장(SGC-05)],60/10TON SGC 사곡공장 송신기 배터리 충전불량,2023-12-04T00:00:00.000,1,삼영 크레인정비 3반,D6023960,선실부,10000771642,10748620,B,Yes,조작PANEL부,기타,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000390,CH0300005,30TON LM-EOC[생2)가공공장 36-Bay(36-2)],30TON LMEOC(36-2) EXP'' 작동불량,2023-12-04T00:00:00.000,1,삼영 크레인정비 2반,D6023550,판넬조립부,10000771668,10748664,B,Yes,전장부,기타,과부하,복귀
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000681,AI011001071,승강용 리프트 (71호)_신한내,승강용 리프트 (71호)_신한내 리프트 작동중지,2023-12-04T00:00:00.000,1,기계인프라부크레인보전직신한내보전반,D6025760,족장부,10000771679,10748675,B,Yes,전원부,작동불량,관리불량,전원공급
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000654,CS6000001,600TON GOLIATH[생1)2도크(6호)],드라이브 과열,2023-12-05T00:00:00.000,1,기계인프라부크레인보전직크레인보전1반,D602A300,전략생산팀(건조그룹),10000771804,10748771,A,Yes,횡행부,과열,기타,점검
MCA,크레인,OVERHEAD 크레인,AB02,OVERHEAD HOIST(O.H.H),1000000442,CK0150005,15TON OHH[생1)관공장 2-Bay],15TON OHH 여객선공장 리모컨 작동불능,2023-12-05T00:00:00.000,1,삼영 크레인정비 1반,D6023630,선행의장부,10000771807,10748774,B,Yes,조작PANEL부,정지,기타,교체
MCA,크레인,LIFTING MAGNET 크레인,AA01,LIFTING MAGNET-ELECTRIC OVERHEAD CRANE(LM-EOC),1000000354,CH0150002,15TON LM-EOC[생1)선체공장 2-Bay(기존)],15TON LM-EOC 2-BAY(기존) 스윙 및 횡행 작동불량,2023-12-05T00:00:00.000,2,삼영 크레인정비 1반,D602A200,전략생산팀(가공그룹),10000771808,10748775,A,Yes,횡행부,이상,결함,기타
MCA,크레인,LIFTING MAGNET 크레인,AA04,LIFTING MAGNET-SEMI GANTRY CRANE(LM-SGC),1000000632,CP0050004,5TON LM-SGC[생3)Buffer장],5TON LM-SGC 가공Buffer장 마그네트 흡착불능,2023-12-05T00:00:00.000,1,삼영 크레인정비 3반,D6024070,해)가공부,10000771817,10748834,B,Yes,전장부,이상,기타,복귀
MCA,크레인,LIFTING MAGNET 크레인,AA04,LIFTING MAGNET-SEMI GANTRY CRANE(LM-SGC),1000000643,CP0300003,30TON LM-SGC[생2)가공T-Bay(T-2)],30TON LMSGC(T-2) 권상하 작동 불능,2023-12-05T00:00:00.000,2,삼영 크레인정비 2반,D6023500,가공부,10000771831,10748874,B,Yes,권상부,정지,단선,교체
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000683,AI011001073,승강용 리프트 (73호)_신한내,승강용 리프트 (73호)_신한내 리프트 작동중지,2023-12-05T00:00:00.000,1.5,기계인프라부크레인보전직신한내보전반,D6025760,족장부,10000771850,10748796,B,Yes,제어판넬,작동불량,손상,교체
MCB,기계설비,절단설비,MC01,PLASMA CUTTING M/C,1700001291,AA0010001316,형강)PLS2-01호,[돌발] 형강PLS2-1 토치하부 소손,2023-12-05T00:00:00.000,5.5,기계인프라부기계보전직기계보전1반,D6023500,가공부,10000771863,10748840,B,Yes,TORCH부,파손,노후,교체
MCB,기계설비,소지장치,MD04,전처리설비,1700001829,AE0010001306,SHOT BLAST M/C 생2-4호기,정비)상부 fan v-belt 교체,2023-12-05T00:00:00.000,1,신성시스템 전처리반,D6023500,가공부,10000771872,10748849,A,Yes,PRE-HEATER부,이상,노후,교체
MCA,크레인,GANTRY 크레인,AC01,GOLIATH,1000000654,CS6000001,600TON GOLIATH[생1)2도크(6호)],트로리 인버터 작동불가,2023-12-06T00:00:00.000,4,기계인프라부크레인보전직크레인보전1반,D602A300,전략생산팀(건조그룹),10000771940,10748949,A,Yes,권상부,기타,결함,교체
MCB,기계설비,소지장치,MD04,전처리설비,1700001829,AE0010001306,SHOT BLAST M/C 생2-4호기,"정비)trolley up/dn 실린더,cable 교체",2023-12-06T00:00:00.000,2,신성시스템 전처리반,D6023500,가공부,10000771979,10748974,A,Yes,PAINT TROLLEY부,이상,노후,교체
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000683,AI011001073,승강용 리프트 (73호)_신한내,승강용 리프트 (73호)_신한내 리프트 작동중지,2023-12-06T00:00:00.000,1,기계인프라부크레인보전직신한내보전반,D6025760,족장부,10000772024,10748977,B,Yes,CAR,작동불량,과부하,복원
MCA,족장설비,E/V형 승강대,HB04,승강 Lift?,1500000682,AI011001072,승강용 리프트 (72호)_신한내,승강용 리프트 (72호)_신한내 카도어 작동불량,2023-12-06T00:00:00.000,1,기계인프라부크레인보전직신한내보전반,D6025760,족장부,10000772032,10749023,B,Yes,CAR,작동불량,노후,교체
